"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"4578","Color","Karen Moncrieff",44,88,22,275,"Agnes Bruckner",638,464126,"Drama","Frances Fisher","Blue Car",3142,1641,"A.J. Buckley",0,68,"English","USA","R",1e+06,2002,400,6.7,1.85,115
"4582","Color","Goran Dukic",117,88,21,772,"Patrick Fugit",1000,104077,"Comedy","Leslie Bibb","Wristcutters: A Love Story",46076,4720,"Chase Ellison",2,88,"English","USA","R",1e+06,2006,835,7.4,1.78,11000
"4584","Color","Efram Potelle",29,79,2,551,"Elden Henson",855,279282,"Comedy","Shiri Appleby","The Battle of Shaker Heights",3806,2489,"Kathleen Quinlan",2,49,"English","USA","PG-13",1e+06,2003,577,6.1,1.85,150
"4585","Color","Peter Jackson",308,135,0,310,"AJ Michalka",873,43982842,"Drama","Michael Imperioli","The Lovely Bones",125114,2369,"Tom McCarthy",1,593,"English","USA","PG-13",6.5e+07,2009,559,6.7,2.35,16000
"4586","Color","Joshua Oppenheimer",248,96,50,0,"Herman Koto",3,484221,"Biography","Anwar Congo","The Act of Killing",23836,6,"Syamsul Arifin",1,107,"Indonesian","UK","Not Rated",1e+06,2012,3,8.2,1.85,20000
"4587","Color","Alex Gibney",84,53,141,23,"George W. Bush",141,274661,"Crime","Alex Gibney","Taxi to the Dark Side",10564,313,"Greg D'Agostino",0,40,"English","USA","R",1e+06,2007,125,7.7,1.85,0
"4588","Color","Paul Crowder",40,97,10,5,"Marv Albert",102,144431,"Documentary","Pelé","Once in a Lifetime: The Extraordinary Story of the New York Cosmos",1290,118,"Ahmet Ertegun",0,13,"English","UK","PG-13",1e+06,2006,7,7.3,1.85,587
"4591","Color","Anthony Powell",31,91,9,9,"Tom Hamann",53,287761,"Adventure","Josh Swanson","Antarctica: A Year on Ice",2482,86,"Anthony Powell",1,16,"English","New Zealand","PG",1e+06,2013,24,7.6,1.85,0
"4593","Color","Johnny Remo",2,112,74,891,"Randy Wayne",260000,96734,"Action","Matthew Ziff","Hardflip",606,263584,"Raquel Elizabeth Ames",3,5,"English","USA","PG-13",1e+06,2012,984,5.6,1.85,706
"4595","Color","Ti West",238,95,243,725,"Greta Gerwig",969,100659,"Horror","Lena Dunham","The House of the Devil",30160,3833,"Dee Wallace",0,193,"English","USA","R",9e+05,2009,962,6.4,1.85,0
"4596","Color","Nick Tomnay",112,93,11,271,"Clayne Crawford",443,48430,"Comedy","David Hyde Pierce","The Perfect Host",20176,1452,"Nathaniel Parker",1,73,"English","USA","R",5e+05,2010,298,6.8,1.85,0
"4597","Color","John Hamburg",33,88,29,117,"Michael Lerner",499,21210,"Comedy","Harvey Fierstein","Safe Men",2735,1141,"Josh Pais",0,52,"English","USA","R",1e+06,1998,230,6.1,1.85,157
"4600","Color","Craig Mazin",29,82,82,490,"James Gunn",2000,12996,"Action","Judy Greer","The Specials",1938,3905,"Jamie Kennedy",0,54,"English","USA","R",1e+06,2000,571,6,1.85,210
"4602","Black and White","Eric Nicholas",71,78,0,61,"Ana Claudia Talancón",262,10018,"Crime","Jordana Spiro","Alone with Her",3228,509,"Jonathon Trent",0,31,"English","USA","Not Rated",1e+06,2006,163,6.1,1.85,244
"4603","Color","Benjamin Dickinson",36,97,4,150,"Alexia Rasmussen",446,62480,"Drama","Nora Zehetner","Creative Control",1048,928,"Meredith Hagner",1,7,"English","USA","R",1e+06,2015,171,5.5,2.39,793
"4604","Color","Hal Haberman",56,81,0,394,"Paul Blackthorne",975,6387,"Comedy","Michael Rapaport","Special",4862,2694,"Ian Bohen",0,37,"English","USA","R",1e+06,2006,645,6.9,1.85,0
"4607","Color","Brian Trenchard-Smith",8,88,53,176,"Mariel Hemingway",563,721,"Action","David Keith","In Her Line of Fire",783,1284,"Jesse Hutch",2,12,"English","Germany","R",1e+06,2006,288,4.1,1.85,42
"4608","Color","Frank Whaley",9,96,436,4,"Frank Whaley",474,703,"Comedy","Lynn Cohen","The Jimmy Show",480,920,"Heather Bucha",3,21,"English","USA","R",1500000,2001,436,5.4,1.85,47
"4632","Color","Danny Boyle",393,101,0,888,"Spencer Wilding",3000,2319187,"Crime","Rosario Dawson","Trance",92640,5056,"Tuppence Middleton",0,212,"English","UK","R",2e+07,2013,1000,7,2.35,23000
"4639","Black and White","Elia Kazan",134,108,603,279,"Karl Malden",10000,9600000,"Crime","Marlon Brando","On the Waterfront",100890,11094,"Rod Steiger",2,281,"English","USA","Not Rated",910000,1954,416,8.2,1.85,0
"4640","Color","Kat Coiro",18,100,28,501,"Geoff Stults",945,20186,"Comedy","Justin Kirk","L!fe Happens",6025,2924,"Kristen Johnston",8,15,"English","USA","R",930000,2011,756,5.7,2.35,995
"4641","Color","Cristian Mungiu",233,113,163,27,"Vlad Ivanov",131,1185783,"Drama","Anamaria Marinca","4 Months, 3 Weeks and 2 Days",44763,264,"Alexandru Potocean",0,172,"Romanian","Romania","Not Rated",590000,2007,60,7.9,1.85,14000
"4643","Color","David Slade",231,104,171,0,"G.J. Echternkamp",109,1007962,"Crime","Odessa Rae","Hard Candy",131969,117,"Patrick Wilson",0,651,"English","USA","R",950000,2005,8,7.1,2.35,12000
"4644","Color","Jamie Babbit",65,91,91,659,"David Gallagher",982,381186,"Drama","Katy Mixon","The Quiet",13485,3299,"Edie Falco",0,90,"English","USA","R",9e+05,2005,796,6.4,2.35,698
"4646","Color","Ryan Coogler",327,85,0,88,"Melonie Diaz",282,16097842,"Biography","Ahna O'Reilly","Fruitvale Station",53919,687,"Ariana Neal",0,168,"English","USA","R",9e+05,2013,270,7.5,1.85,17000
"4647","Color","Ramaa Mosley",62,101,6,727,"Michael Angarano",975,6643,"Comedy","Jack McBrayer","The Brass Teapot",11965,4184,"Alia Shawkat",2,39,"English","USA","R",9e+05,2012,947,6.4,2.35,0
"4650","Color","Ric Roman Waugh",238,112,29,874,"Harold Perrineau",12000,42919096,"Action","Dwayne Johnson","Snitch",64748,15800,"Nadine Velazquez",1,122,"English","USA","PG-13",1.5e+07,2013,1000,6.5,2.35,12000
"4651","Color","C. Jay Cox",35,107,6,522,"Rob McElhenney",23000,819939,"Comedy","Joseph Gordon-Levitt","Latter Days",14580,26017,"Jacqueline Bisset",2,252,"English","USA","R",850000,2003,813,7.2,1.85,0
"4654","Color","Jamie Travis",115,88,15,567,"Ari Graynor",938,1243961,"Comedy","James Wolk","For a Good Time, Call...",13421,3770,"Nia Vardalos",0,34,"English","USA","R",850000,2012,904,6,2.35,0
"4656","Color","Rich Christiano",16,95,14,221,"D. David Morin",284,15278,"Drama","Gavin MacLeod","Time Changer",1742,1185,"Hal Linden",1,158,"English","USA","PG",825000,2002,234,5.6,1.85,409
"4660","Color","Asghar Farhadi",354,123,0,620,"Leila Hatami",786,7098492,"Drama","Shahab Hosseini","A Separation",151812,2501,"Peyman Moaadi",2,264,"Persian","Iran","PG-13",5e+05,2011,712,8.4,1.85,48000
"4662","Color","Todd Solondz",74,88,377,236,"Ken Leung",529,4771000,"Comedy","Heather Matarazzo","Welcome to the Dollhouse",26513,1502,"Christina Vidal",1,174,"English","USA","R",8e+05,1995,502,7.5,1.85,0
"4663","Color","Victor Nunez",11,114,9,86,"Todd Field",159,1001437,"Drama","Allison Dean","Ruby in Paradise",2039,423,"Dorothy Lyman",1,28,"English","USA","R",8e+05,1993,143,7.2,1.85,81
"4664","Color","Peter Sollett",59,88,6,68,"Melonie Diaz",302,2073984,"Drama","Victor Rasuk","Raising Victor Vargas",4743,663,"Judy Marte",1,135,"English","France","R",8e+05,2002,270,7.2,1.85,219
"4668","Color","Rod Lurie",29,104,37,501,"Kathryn Morris",574,144583,"Drama","Kevin Pollak","Deterrence",2256,1983,"Timothy Hutton",0,79,"English","France","R",8e+05,1999,573,6.5,1.85,130
"4672","Color","Tommy Wirkola",224,91,75,13,"Stig Frode Henriksen",35,41709,"Comedy","Bjørn Sundquist","Dead Snow",54601,116,"Ane Dahl Torp",0,200,"Norwegian","Norway","Not Rated",8e+05,2009,16,6.4,1.85,23000
"4675","Color","George Lucas",100,112,0,425,"Ron Howard",11000,115000000,"Comedy","Harrison Ford","American Graffiti",63839,14954,"Mackenzie Phillips",1,238,"English","USA","PG",777000,1973,2000,7.5,2.35,0
"4677","Color","Matt Maiellaro",82,86,8,357,"Fred Armisen",2000,5518918,"Action","Tina Fey","Aqua Teen Hunger Force Colon Movie Film for Theaters",12160,3071,"Chris Kattan",0,73,"English","USA","R",750000,2007,424,6.9,1.85,307
"4678","Color","Colin Trevorrow",271,86,365,522,"Mark Duplass",934,4007792,"Comedy","Mary Lynn Rajskub","Safety Not Guaranteed",101287,2714,"Jeff Garlin",0,260,"English","USA","R",750000,2012,830,7,2.35,31000
"4680","Color","Ben Wheatley",255,95,214,246,"Ben Crompton",513,26297,"Crime","MyAnna Buring","Kill List",25750,1269,"Neil Maskell",0,209,"English","UK","Not Rated",5e+05,2011,257,6.3,2.35,0
"4681","Color","Ti West",292,101,243,74,"Jake Ryan",969,77501,"Horror","Lena Dunham","The Innkeepers",27260,1252,"Pat Healy",0,247,"English","USA","R",750000,2011,128,5.5,2.35,0
"4682","Color","David S. Goyer",178,89,687,389,"Atticus Shaffer",10000,42638165,"Drama","Gary Oldman","The Unborn",42183,12183,"Rachel Brosnahan",1,230,"English","USA","PG-13",1.6e+07,2009,787,4.8,2.35,0
"4684","Color","Neil Burger",31,88,168,21,"Christel Khalil",108,47329,"Drama","Raymond J. Barry","Interview with the Assassin",1661,243,"Renee Faia",0,31,"English","USA","R",750000,2002,72,6.6,1.78,163
"4685","Color","Oliver Blackburn",114,99,4,201,"Nichola Burley",1000,18378,"Crime","Julian Morris","Donkey Punch",9376,1558,"Tom Burke",0,74,"English","UK","R",9e+05,2008,233,5.2,1.85,0
"4689","Color","Steve James",53,170,23,2,"Arthur Agee",7,7830611,"Documentary","William Gates","Hoop Dreams",18980,15,"Isiah Thomas",0,74,"English","USA","PG-13",7e+05,1994,6,8.3,1.33,0
"4692","Color","Michael Cuesta",64,97,52,36,"Bruce Altman",80,1141829,"Crime","Adam LeFevre","L.I.E.",8509,209,"Walter Masterson",1,109,"English","USA","NC-17",7e+05,2001,67,7.2,1.85,420
"4695","Color","Peter Jackson",446,201,0,84,"Thomas Kretschmann",6000,218051260,"Action","Naomi Watts","King Kong",316027,7122,"Evan Parke",0,2618,"English","New Zealand","PG-13",2.07e+08,2005,918,7.2,2.35,0
"4696","Color","Jaume Collet-Serra",228,108,174,324,"Paris Hilton",730,32048809,"Horror","Robert Ri'chard","House of Wax",94463,2160,"Brian Van Holt",0,576,"English","Australia","R",3e+07,2005,716,5.3,1.85,0
"4697","Color","Ryan Fleck",208,106,31,71,"Tristan Mack Wilds",33000,2694973,"Drama","Ryan Gosling","Half Nelson",70885,33734,"Jeff Lima",2,189,"English","USA","R",7e+05,2006,519,7.2,1.85,0
"4707","Black and White","Mark Sandrich",66,81,10,23,"Edward Everett Horton",610,3000000,"Comedy","Ginger Rogers","Top Hat",13269,824,"Eric Blore",2,98,"English","USA","Approved",609000,1935,172,7.8,1.37,1000
"4708","Black and White","Daniel Myrick",360,81,19,39,"Joshua Leonard",170,140530114,"Horror","Heather Donahue","The Blair Witch Project",186786,399,"Michael C. Williams",0,3400,"English","USA","R",60000,1999,170,6.4,1.33,0
"4709","Color","Michael Wadleigh",53,215,14,136,"Jimi Hendrix",262,13300000,"Documentary","Joe Cocker","Woodstock",12631,778,"Joan Baez",0,63,"English","USA","R",6e+05,1970,227,8.1,2.2,0
"4711","Color","Jon Gunn",15,106,16,254,"David A.R. White",602,171988,"Action","Stacy Keach","Mercy Streets",448,1281,"Cynthia Watros",1,16,"English","USA","PG-13",6e+05,2000,266,5.6,1.85,12
"4713","Color","Scott Ziehl",18,90,4,218,"Jason London",919,13493,"Drama","William Smith","Broken Vessels",531,2288,"Brent David Fraser",0,19,"English","USA","R",6e+05,1998,711,6.6,1.85,51
"4720","Black and White","Richard Lester",105,87,44,704,"Ringo Starr",785,515005,"Comedy","Paul McCartney","A Hard Day's Night",31429,2538,"George Harrison",1,219,"English","UK","Approved",560000,1964,725,7.7,1.75,0
"4724","Color","Alex Kendrick",50,122,589,150,"Ken Bevel",848,33451479,"Drama","Kirk Cameron","Fireproof",17068,1164,"Erin Bethea",0,215,"English","USA","PG",5e+05,2008,153,6.5,1.85,0
"4726","Color","Joe Camp",5,86,24,142,"Peter Breck",407,39552600,"Adventure","Frances Bavier","Benji",3411,1090,"Edgar Buchanan",0,36,"English","USA","G",5e+05,1974,189,6.1,1.85,816
"4727","Color","Chris Kentis",235,79,9,7,"Saul Stein",48,30500882,"Adventure","Blanchard Ryan","Open Water",42256,67,"Daniel Travis",1,916,"English","USA","R",5e+05,2003,10,5.7,1.85,0
"4729","Color","John 'Bud' Cardos",95,97,8,22,"Hoke Howell",423,17000000,"Horror","Woody Strode","Kingdom of the Spiders",3274,516,"Tiffany Bolling",0,84,"English","USA","PG",5e+05,1977,23,5.9,1.85,0
"4731","Color","Tom McCarthy",154,89,310,587,"Joe Lo Truglio",22000,5739376,"Comedy","Peter Dinklage","The Station Agent",58260,24419,"Paula Garcés",0,286,"English","USA","R",5e+05,2003,833,7.7,1.85,0
"4732","Color","Brian Baugh",20,120,3,234,"Sean Michael Afable",984,3773863,"Drama","Randy Wayne","To Save a Life",4583,2563,"D. David Morin",1,55,"English","USA","PG-13",1e+06,2009,801,7.1,2.35,0
"4734","Color","Barry W. Blaustein",70,108,6,43,"Vince McMahon",54,2047570,"Biography","Terry Funk","Beyond the Mat",6790,194,"Mick Foley",3,80,"English","USA","R",5e+05,1999,44,7.6,1.85,491
"4736","Color","Siddiq Barmak",105,83,6,0,"Zubaida Sahar",30,1127331,"Drama","Marina Golbahari","Osama",7559,30,"Mohamad Haref Harati",1,77,"Dari","Afghanistan","PG-13",46000,2003,0,7.4,1.85,0
"4737","Color","Joseph Dorman",29,93,0,59,"Peter Riegert",399,906666,"Documentary","Rachel Dratch","Sholem Aleichem: Laughing in the Darkness",154,660,"Jason Kravits",1,5,"English","USA","Unrated",5e+05,2011,169,6.8,16,287
"4738","Color","Greg Harrison",46,86,7,17,"Ari Gold",328,1114943,"Drama","Rachel True","Groove",3562,407,"Denny Kirkwood",0,74,"English","USA","R",5e+05,2000,27,6.5,1.85,0
"4740","Color","Michael Polish",54,111,35,482,"William Katt",980,985341,"Drama","Sasha Alexander","Twin Falls Idaho",3479,3166,"Jon Gries",0,87,"English","USA","R",5e+05,1999,505,7.3,1.85,180
"4741","Color","Jacob Aaron Estes",126,90,9,595,"Scott Mechlowicz",710,603943,"Crime","Rory Culkin","Mean Creek",26407,2655,"Trevor Morgan",0,154,"English","USA","R",5e+05,2004,634,7.3,1.85,1000
"4742","Black and White","Morgan J. Freeman",17,86,204,474,"Heather Matarazzo",659,334041,"Crime","Edie Falco","Hurricane Streets",1038,2322,"Lynn Cohen",3,21,"English","USA","R",5e+05,1997,529,6.5,1.85,51
"4743","Color","Eric Schaeffer",25,98,71,658,"Bill Duke",22000,295468,"Comedy","Peter Dinklage","Never Again",709,24382,"Michael McKean",1,34,"English","USA","R",5e+05,2001,1000,6,1.85,139
"4744","Color","Neema Barnette",11,91,21,469,"LisaRaye McCoy",597,243347,"Crime","Monica Calhoun","Civil Brand",553,2555,"Clifton Powell",3,24,"English","USA","R",5e+05,2002,485,5.3,1.85,86
"4745","Color","Steve Buscemi",81,91,12000,213,"Seymour Cassel",778,154077,"Comedy","Kevin Corrigan","Lonesome Jim",6884,1440,"Mary Kay Place",0,53,"English","USA","R",5e+05,2005,327,6.6,1.85,238
"4748","Black and White","Akira Kurosawa",153,202,0,4,"Minoru Chiaki",304,269061,"Action","Takashi Shimura","Seven Samurai",229012,338,"Kamatari Fujiwara",6,596,"Japanese","Japan","Unrated",2e+06,1954,8,8.7,1.37,11000
"4751","Color","Justin Lin",35,84,681,143,"Jake Sandvig",239,52850,"Comedy","Monique Gabriela Curnen","Finishing the Game: The Search for a New Bruce Lee",1656,734,"Joe McQueen",0,12,"English","USA","Not Rated",5e+05,2007,172,6.2,1.85,155
"4752","Color","Quentin Dupieux",230,82,248,196,"Jack Plotnick",353,98017,"Comedy","Haley Ramm","Rubber",26185,1498,"Cecelia Antoinette",0,170,"English","France","R",5e+05,2010,248,5.8,1.85,46000
"4753","Color","Tim Johnson",165,94,12,183,"Matt Jones",17000,177343675,"Adventure","Jim Parsons","Home",70136,17883,"April Winchell",0,214,"English","USA","PG",1.35e+08,2015,523,6.7,1.85,26000
"4754","Color","C. Jay Cox",9,100,6,325,"Amber Benson",396,31937,"Comedy","Tori Spelling","Kiss the Bride",1358,2310,"Garrett M. Brown",3,10,"English","USA","R",5e+05,2007,326,5.7,1.85,60
"4755","Color","Alex Smith",17,112,12,699,"Clea DuVall",33000,13134,"Drama","Ryan Gosling","The Slaughter Rule",2004,35294,"Eddie Spears",2,32,"English","USA","R",5e+05,2002,1000,6.1,2.35,183
"4756","Color","Gareth Edwards",344,94,380,113,"Whitney Able",660,237301,"Drama","Scoot McNairy","Monsters",75669,1118,"Ricky Catter",0,451,"English","UK","R",5e+05,2010,280,6.4,2.35,19000
"4759","Color","Alex Craig Mann",29,87,38,445,"Christa B. Allen",552,1332,"Comedy","Justin Chon","Detention of the Dead",2038,2251,"Max Adler",6,20,"English","USA","Not Rated",5e+05,2012,533,4.6,2.35,898
"4770","Color","Tamra Davis",111,93,33,135,"Katherine Boecher",1000,37188667,"Comedy","Britney Spears","Crossroads",34219,1531,"Dave Allen",1,578,"English","USA","PG-13",1.2e+07,2002,188,3.3,1.85,0
"4779","Color","Sam Raimi",525,130,0,11000,"Mila Kunis",44000,234903076,"Adventure","Tim Holmes","Oz the Great and Powerful",175413,73441,"James Franco",4,511,"English","USA","PG",2.15e+08,2013,15000,6.4,2.35,60000
"4781","Color","Matty Rich",8,91,10,10,"George T. Odom",353,2712293,"Crime","Lawrence Gilliard Jr.","Straight Out of Brooklyn",475,380,"Matty Rich",4,11,"English","USA","R",450000,1991,12,5.9,1.85,123
"4782","Color","Paul Greengrass",92,107,521,80,"Nicholas Farrell",773,768045,"Drama","James Nesbitt","Bloody Sunday",19732,976,"Tim Pigott-Smith",0,120,"English","UK","R",2e+06,2002,89,7.7,1.85,0
"4784","Color","Hans Canosa",365,84,3,446,"Thomas Lennon",10000,379122,"Comedy","Olivia Wilde","Conversations with Other Women",10143,12496,"Nora Zehetner",0,54,"English","UK","R",450000,2005,651,7.1,2.39,0
"4785","Color","Lloyd Kaufman",88,103,365,49,"Lloyd Kaufman",907,23000,"Comedy","John Karyus","Poultrygeist: Night of the Chicken Dead",5931,1411,"Kate Graham",0,58,"English","USA","Unrated",5e+05,2006,365,6.2,1.85,0
"4787","Black and White","Lloyd Bacon",65,89,24,45,"Dick Powell",610,2300000,"Comedy","Ginger Rogers","42nd Street",7921,995,"George Brent",2,97,"English","USA","Unrated",439000,1933,105,7.7,1.37,439
"4789","Color","Whit Stillman",71,98,89,3,"Taylor Nichols",88,2938208,"Comedy","Chris Eigeman","Metropolitan",7143,173,"Ellia Thompson",1,52,"English","USA","PG-13",225000,1990,74,7.5,1.66,865
"4790","Color","Kay Pollak",34,133,10,19,"Frida Hallgren",690,9910,"Comedy","Michael Nyqvist","As It Is in Heaven",13543,774,"Nils-Anders Vallgårda",15,94,"Swedish","Sweden","",2.5e+07,2004,24,7.6,1.85,0
"4792","Color","Jared Hess",220,92,100,482,"Diedrich Bader",970,44540956,"Comedy","Jon Heder","Napoleon Dynamite",161448,3950,"Jon Gries",0,1473,"English","USA","PG",4e+05,2004,759,6.9,1.85,0
"4793","Color","Jeremy Saulnier",279,90,57,92,"Eve Plumb",1000,258113,"Crime","Devin Ratray","Blue Ruin",42678,1528,"Amy Hargreaves",0,135,"English","USA","R",1066167,2013,235,7.1,2.35,0
"4794","Color","Oren Peli",409,84,110,21,"Ashley Palmer",189,107917283,"Horror","Micah Sloat","Paranormal Activity",184824,330,"Amber Armstrong",0,1189,"English","USA","R",15000,2007,109,6.3,1.85,12000
"4796","Color","Terry Gilliam",131,91,0,332,"Michael Palin",795,1229197,"Adventure","Eric Idle","Monty Python and the Holy Grail",382240,2158,"Terry Jones",0,660,"English","UK","PG",229575,1975,561,8.3,1.66,14000
"4797","Color","Richard Glatzer",69,90,25,138,"Jesse Garcia",231,1689999,"Drama","Emily Rios","Quinceañera",3675,771,"Alicia Sixtos",1,48,"Spanish","USA","R",4e+05,2006,200,7.1,2.35,426
"4798","Color","Sue Corcoran",8,96,14,6,"Sue Corcoran",361,11798,"Comedy","Tony Doupe","Gory Gory Hallelujah",179,387,"David Frederick White",2,18,"English","USA","",1e+05,2003,14,4.7,1.78,39
"4800","Color","Jonathan Caouette",72,88,20,0,"Jonathan Caouette",58,592014,"Biography","Greg Ayres","Tarnation",5709,78,"Renee Leblanc",3,114,"English","USA","Unrated",218,2003,20,7.2,1.37,754
"4801","Color","Ray Griggs",4,92,4,12,"Chris Cox",93,425899,"Documentary","Bill Farmer","I Want Your Money",1123,168,"Mike Huckabee",0,31,"English","USA","PG",4e+05,2010,31,5.1,1.78,638
"4803","Black and White","Lucio Fulci",203,82,385,22,"David Warbeck",48,126387,"Horror","Catriona MacColl","The Beyond",14985,123,"Al Cliver",0,253,"Italian","Italy","X",4e+05,1981,22,6.9,2.35,2000
"4805","Color","Tom Vaughan",148,101,12,149,"Andrew Daly",642,80276912,"Comedy","Treat Williams","What Happens in Vegas",140740,1026,"Michelle Krusiec",2,151,"English","USA","PG-13",3.5e+07,2008,171,6.1,2.35,0
"4813","Black and White","Harry Beaumont",36,100,4,4,"Bessie Love",77,2808000,"Musical","Anita Page","The Broadway Melody",4546,109,"Charles King",8,71,"English","USA","Passed",379000,1929,28,6.3,1.37,167
"4815","Color","Franck Khalfoun",279,89,33,118,"Nora Arnezeder",470,12843,"Horror","America Olivo","Maniac",27297,1233,"Liane Balaban",0,131,"English","France","Not Rated",6e+06,2012,378,6.1,2.35,0
"4817","Color","Henry Alex Rubin",110,88,30,0,"Joe Bishop",15,1523883,"Documentary","Mark Zupan","Murderball",9037,15,"Andy Cohn",1,70,"English","USA","R",1750211,2005,0,7.8,1.85,0
